3921	BLACK	3921
3936	RED	3921
3952	BLACK	3860
3952	BLACK	3952
3952	BLACK	4394
3967	RED	3967
3967	BLACK	3967
3967	RED	3967
3967	RED	4013
3982	RED	3997
3997	BLACK	4013
3997	RED	3997
4013	RED	3967
4013	BLACK	4013
4013	BLACK	4089
4028	RED	4058
4058	BLACK	4013
4089	BLACK	3952
4104	RED	4104
4104	BLACK	4135
4104	RED	4104
4135	BLACK	4089
4150	BLACK	4150
4150	RED	4196
4196	RED	4196
4196	BLACK	4150
4196	BLACK	4226
4211	BLACK	4196
4226	RED	4211
4226	RED	4135
4242	RED	4242
4242	BLACK	4257
4257	RED	4242
4257	BLACK	4303
4272	RED	4272
4272	BLACK	4257
4303	RED	4226
4348	BLACK	4364
4364	RED	4348
4364	BLACK	4303
4394	BLACK	4364
4394	BLACK	3784
4409	RED	4409
4409	BLACK	4409
4409	RED	4409
4409	BLACK	4409
4409	BLACK	4394
4440	RED	4455
4455	BLACK	4409
4455	RED	4455
4455	RED	2334
4470	BLACK	4486
4486	RED	4531
4501	BLACK	4486
4516	RED	4501
4531	BLACK	4577
4562	RED	4577
4577	BLACK	4531
4577	RED	4577
4577	BLACK	4623
4593	BLACK	4608
4608	RED	4593
4608	BLACK	4577
4623	RED	4623
4623	BLACK	4623
4623	RED	4608
4623	BLACK	4623
4623	BLACK	7126
4638	RED	4638
4638	BLACK	4638
4638	RED	4638
4638	BLACK	4638
4638	BLACK	4638
4638	BLACK	4638
4638	BLACK	5035
4654	BLACK	4669
4669	RED	4654
4669	BLACK	4806
4699	BLACK	4699
4699	BLACK	4760
4699	BLACK	4745
4715	RED	4699
4745	RED	4699
4760	BLACK	4745
4760	RED	4669
4776	RED	4791
4791	BLACK	4806
4806	RED	4791
4806	BLACK	4760
4806	BLACK	4806
4806	BLACK	4852
4821	RED	4837
4837	BLACK	4852
4852	RED	4837
4852	BLACK	4806
4852	BLACK	4852
4852	RED	4638
4867	BLACK	4974
4943	RED	4867
4974	BLACK	4852
4989	BLACK	4989
4989	RED	4974
5005	RED	5005
5005	BLACK	4989
5035	BLACK	4623
5050	RED	5081
5081	BLACK	5081
5081	BLACK	5096
5081	BLACK	5096
5096	RED	5081
5096	RED	5081
5096	BLACK	5096
5096	BLACK	5142
5111	RED	5111
5111	BLACK	5111
5111	BLACK	5096
5142	BLACK	5111
5142	RED	5035
5172	RED	5188
5188	BLACK	5218
5218	RED	5188
5218	BLACK	5233
5218	BLACK	5218
5233	BLACK	5310
5249	BLACK	5264
5264	BLACK	5233
5294	RED	5310
5310	BLACK	5264
5310	BLACK	5508
5325	BLACK	5355
5355	RED	5401
5355	BLACK	5355
5371	RED	5355
5401	BLACK	5432
5417	BLACK	5401
5432	BLACK	5310
5447	RED	5447
5447	BLACK	5462
5462	RED	5493
5493	RED	5493
5493	BLACK	5462
5493	BLACK	5432
5508	BLACK	5493
5508	BLACK	6195
5523	RED	5523
5523	BLACK	5523
5523	BLACK	5539
5539	BLACK	5523
5539	BLACK	5584
5554	BLACK	5569
5569	BLACK	5539
5584	RED	5584
5584	BLACK	5569
5584	RED	5752
5600	BLACK	5600
5600	RED	5630
5630	RED	5630
5630	BLACK	5600
5630	BLACK	5661
5645	RED	5661
5661	BLACK	5630
5661	RED	5661
5661	BLACK	5584
5691	RED	5691
5691	BLACK	5706
5706	RED	5752
5706	BLACK	5752
5722	RED	5706
5752	RED	5706
5752	BLACK	5752
5752	BLACK	5661
5752	BLACK	5752
5752	BLACK	6057
5767	RED	5767
5767	BLACK	5783
5783	BLACK	5844
5798	BLACK	5813
5813	RED	5783
5813	BLACK	5813
5844	RED	5813
5844	RED	5905
5859	RED	5890
5890	BLACK	5905
5905	RED	5890
5905	BLACK	5844
5905	BLACK	5905
5905	BLACK	5752
5920	BLACK	5966
5935	RED	5920
5966	BLACK	5905
5981	RED	5996
5996	BLACK	6027
6027	RED	5996
6027	RED	6027
6027	BLACK	6027
6027	RED	5966
6057	RED	6057
6057	BLACK	6027
6057	RED	6057
6057	BLACK	5508
6073	BLACK	6073
6073	BLACK	6149
6118	RED	6118
6118	BLACK	6118
6118	RED	6073
6134	RED	6149
6149	BLACK	6118
6149	BLACK	6057
6149	RED	6164
6164	BLACK	6195
6195	RED	6164
6195	BLACK	6149
6195	BLACK	6195
6195	RED	5142
6210	RED	6210
6210	BLACK	6241
6241	BLACK	6256
6256	BLACK	6241
6256	RED	6332
6271	RED	6286
6286	BLACK	6332
6302	RED	6286
6332	BLACK	6256
6332	BLACK	6332
6332	BLACK	6378
6332	BLACK	6347
6347	BLACK	6332
6378	RED	6378
6378	BLACK	6347
6378	BLACK	6454
6393	BLACK	6408
6408	RED	6424
6424	RED	6424
6424	BLACK	6408
6424	BLACK	6378
6454	RED	6454
6454	BLACK	6424
6454	BLACK	6637
6469	BLACK	6469
6469	BLACK	6546
6485	BLACK	6515
6515	RED	6485
6515	RED	6469
6546	BLACK	6515
6546	BLACK	6454
6576	BLACK	6576
6576	RED	6622
6576	BLACK	6607
6607	RED	6576
6607	RED	6576
6607	BLACK	6607
6622	BLACK	6546
6622	BLACK	6622
6637	RED	6622
6637	BLACK	6195
6653	RED	6653
6653	BLACK	6653
6653	BLACK	6668
6668	BLACK	6653
6668	RED	6729
6683	BLACK	6714
6714	RED	6683
6714	BLACK	6668
6714	RED	6729
6729	BLACK	6714
6729	RED	6729
6729	BLACK	6958
6775	RED	6775
6775	BLACK	6775
6775	RED	6881
6805	BLACK	6820
6820	RED	6805
6820	RED	6775
6851	RED	6881
6881	BLACK	6820
6881	RED	6881
6881	BLACK	6729
6897	RED	6897
6897	BLACK	6881
6942	RED	6897
6958	BLACK	6637
6988	BLACK	7003
7003	RED	7019
7019	RED	7019
7019	BLACK	7003
7019	BLACK	7019
7019	BLACK	7019
7019	RED	7049
7034	RED	7034
7034	BLACK	7034
7034	RED	7034
7034	BLACK	7019
7049	BLACK	7034
7049	BLACK	6958
7080	RED	7095
7095	BLACK	7110
7110	RED	7095
7110	BLACK	7049
7110	BLACK	7110
7126	RED	7110
7126	BLACK	4455
7141	RED	7141
7141	BLACK	7141
7141	BLACK	7187
7156	RED	7171
7171	BLACK	7141
7187	BLACK	7248
7232	BLACK	7232
7232	RED	7248
7248	RED	7248
7248	BLACK	7232
7248	BLACK	7187
7248	BLACK	7248
7248	BLACK	7126
7263	RED	7263
7263	BLACK	7263
7263	RED	7263
7263	RED	7293
7293	RED	7293
7293	BLACK	7263
7293	RED	7309
7309	BLACK	7293
7309	BLACK	7339
7324	RED	7339
7339	BLACK	7309
7339	RED	7339
7339	BLACK	7248
7354	BLACK	7385
7385	RED	7354
7385	BLACK	7400
7400	RED	7400
7400	BLACK	7385
7400	RED	7339
7415	RED	7446
7446	BLACK	7461
7461	BLACK	7400
7461	RED	7477
7477	BLACK	7477
7477	RED	7477
7477	RED	7461
7492	BLACK	7477
7492	BLACK	96652
7507	RED	7507
7507	BLACK	7507
7507	BLACK	7583
7522	BLACK	7538
7538	RED	7522
7538	RED	7507
7553	BLACK	7538
7568	RED	7553
7583	BLACK	7675
7614	BLACK	7644
7644	RED	7614
7644	BLACK	7583
7660	RED	7660
7660	BLACK	7644
7675	RED	7660
7675	BLACK	8239
7690	RED	7690
7690	BLACK	7690
7690	RED	7690
7690	RED	7721
7721	RED	7721
7721	BLACK	7690
7721	RED	7721
7721	BLACK	7751
7736	BLACK	7721
7751	RED	7965
7766	BLACK	7782
7782	RED	7766
7782	BLACK	7827
7812	RED	7812
7812	BLACK	7782
7827	RED	7873
7843	RED	7858
7858	BLACK	7873
7873	BLACK	7827
7873	BLACK	7873
7873	RED	7751
7889	RED	7889
7889	BLACK	7950
7950	RED	7889
7950	RED	7950
7950	BLACK	7950
7950	BLACK	7873
7950	BLACK	7950
7965	BLACK	8087
7995	RED	7995
7995	BLACK	8041
8041	RED	8056
8056	BLACK	8041
8056	BLACK	7965
8072	RED	8087
8087	BLACK	8056
8087	BLACK	7675
8102	RED	8102
8102	BLACK	8117
8117	BLACK	8087
8133	RED	8133
8133	BLACK	8148
8148	RED	8133
8148	RED	8163
8163	BLACK	8148
8163	RED	8117
8194	RED	8224
8224	BLACK	8163
8239	RED	8224
8239	RED	9308
8255	RED	8270
8270	BLACK	8270
8270	BLACK	8285
8285	BLACK	8270
8285	RED	8377
8316	BLACK	8316
8316	RED	8362
8331	BLACK	8316
8346	RED	8331
8362	BLACK	8285
8377	RED	8377
8377	BLACK	8362
8377	BLACK	8423
8392	RED	8407
8407	BLACK	8423
8423	BLACK	8377
8423	BLACK	8423
8423	BLACK	8468
8438	BLACK	8468
8453	RED	8438
8468	BLACK	8423
8468	BLACK	8468
8468	BLACK	8239
8484	RED	8514
8514	BLACK	8514
8514	RED	8514
8514	BLACK	8545
8529	RED	8545
8545	BLACK	8514
8545	BLACK	8590
8560	BLACK	8575
8575	RED	8560
8575	BLACK	8545
8590	BLACK	8575
8590	BLACK	8621
8606	BLACK	8606
8606	BLACK	8590
8606	RED	8621
8621	BLACK	8606
8621	RED	8621
8621	RED	8743
8636	RED	8636
8636	BLACK	8651
8651	RED	8636
8651	BLACK	8667
8667	RED	8667
8667	BLACK	8651
8667	BLACK	8621
8682	RED	8682
8682	BLACK	8697
8697	RED	8682
8697	RED	8743
8713	BLACK	8728
8728	RED	8713
8728	RED	8697
8743	BLACK	8728
8743	BLACK	8667
8743	BLACK	8743
8743	RED	9033
8758	RED	8774
8774	BLACK	8789
8774	RED	8774
8789	BLACK	8865
8819	BLACK	8819
8819	RED	8789
8835	RED	8835
8835	BLACK	8819
8865	BLACK	8743
8896	RED	8896
8896	BLACK	8896
8896	BLACK	8865
8941	BLACK	8941
8941	RED	8957
8957	RED	8957
8957	BLACK	8941
8957	RED	9002
8972	BLACK	8957
9002	RED	8972
9002	RED	8896
9018	BLACK	9002
9033	RED	9018
9033	BLACK	8468
9063	BLACK	9079
9079	BLACK	9109
9094	BLACK	9079
9109	RED	9094
9109	RED	9201
9125	BLACK	9140
9140	RED	9125
9140	RED	9186
9155	RED	9170
9170	BLACK	9140
9186	BLACK	9109
9186	BLACK	9186
9201	BLACK	9247
9231	RED	9231
9231	BLACK	9201
9247	RED	9231
9247	BLACK	9033
9262	RED	9262
9262	BLACK	9262
9262	RED	9262
9262	BLACK	9262
9262	BLACK	9277
9277	BLACK	9262
9277	RED	9247
9292	BLACK	9292
9292	RED	9308
9308	RED	9308
9308	BLACK	9292
9308	RED	9308
9308	BLACK	9308
9308	BLACK	9277
9308	BLACK	9308
9308	BLACK	11871
9338	RED	9338
9338	BLACK	9353
9353	RED	9338
9353	BLACK	9414
9369	RED	9369
9369	BLACK	9399
9399	RED	9369
9399	RED	9414
9414	RED	9414
9414	BLACK	9399
9414	RED	9353
9414	BLACK	9414
9414	RED	10010
9430	RED	9430
9430	BLACK	9430
9430	BLACK	9475
9445	RED	9460
9460	BLACK	9430
9475	RED	9460
9475	BLACK	9582
9491	BLACK	9521
9521	BLACK	9537
9521	BLACK	9521
9537	RED	9521
9537	RED	9475
9552	RED	9552
9552	BLACK	9567
9567	RED	9567
9567	BLACK	9567
9567	BLACK	9537
9582	BLACK	9567
9582	RED	9414
9598	RED	9598
9598	BLACK	9598
9598	RED	9598
9598	BLACK	9613
9613	RED	9613
9613	BLACK	9598
9613	RED	9613
9613	BLACK	9704
9628	BLACK	9628
9628	RED	9689
9643	BLACK	9674
9674	RED	9628
9689	RED	9689
9689	BLACK	9674
9689	BLACK	9613
9704	RED	9704
9704	BLACK	9689
9704	RED	9704
9704	BLACK	9918
9720	RED	9720
9720	BLACK	9750
9750	RED	9720
9750	BLACK	9872
9765	BLACK	9765
9765	RED	9826
9781	BLACK	9765
9796	RED	9781
9826	RED	9842
9842	BLACK	9826
9842	RED	9750
9857	RED	9857
9857	BLACK	9842
9872	BLACK	9704
9872	BLACK	9918
9887	RED	9872
9918	BLACK	9872
9918	BLACK	9918
9918	RED	9582
9933	RED	9949
9949	BLACK	9949
9949	BLACK	9964
9964	RED	9964
9964	BLACK	9949
9964	BLACK	9918
9979	BLACK	9979
9979	BLACK	9964
9994	RED	9994
9994	BLACK	9994
9994	RED	9994
9994	RED	9979
9994	BLACK	9994
10010	BLACK	10208
10040	BLACK	10040
10040	BLACK	10010
10055	RED	10071
10071	BLACK	10086
10086	BLACK	10162
10116	RED	10147
10147	BLACK	10086
10162	RED	10147
10162	RED	10040
10177	BLACK	10177
10177	BLACK	10162
10193	RED	10193
10193	BLACK	10208
10208	RED	10177
10208	BLACK	10208
10208	BLACK	10391
10223	BLACK	10254
10254	RED	10223
10254	RED	10284
10269	BLACK	10254
10284	BLACK	10299
10299	BLACK	10284
10299	RED	10208
10315	RED	10330
10330	BLACK	10361
10330	RED	10330
10361	BLACK	10299
10376	RED	10391
10391	BLACK	10361
10391	BLACK	11413
10406	BLACK	10437
10437	RED	10406
10437	BLACK	10437
10437	BLACK	10437
10437	BLACK	10528
10452	BLACK	10467
10467	RED	10452
10467	BLACK	10467
10467	BLACK	10467
10467	RED	10437
10483	RED	10498
10498	BLACK	10513
10498	RED	10498
10513	BLACK	10467
10528	BLACK	10513
10528	BLACK	10711
10544	RED	10544
10544	BLACK	10559
10559	BLACK	10559
10559	BLACK	10559
10559	BLACK	10650
10574	RED	10574
10574	BLACK	10574
10574	BLACK	10574
10574	BLACK	10574
10574	RED	10559
10605	BLACK	10635
10620	RED	10605
10635	RED	10650
10635	BLACK	10635
10650	RED	10635
10650	BLACK	10574
10650	BLACK	10650
10650	BLACK	10528
10666	RED	10681
10681	BLACK	10681
10681	BLACK	10650
10696	RED	10696
10696	BLACK	10681
10711	RED	10696
10711	RED	10391
10727	RED	10727
10727	BLACK	10727
10727	RED	10727
10727	BLACK	10742
10727	BLACK	10727
10742	BLACK	10788
10757	RED	10757
10757	BLACK	10757
10757	RED	10773
10773	RED	10773
10773	BLACK	10757
10773	BLACK	10742
10788	BLACK	10773
10788	BLACK	11078
10818	BLACK	10834
10834	BLACK	10864
10834	RED	10849
10849	BLACK	10834
10864	RED	10849
10864	BLACK	10788
10879	RED	10879
10879	BLACK	10879
10879	BLACK	10925
10895	RED	10895
10895	BLACK	10879
10910	RED	10895
10925	RED	10864
10940	RED	10940
10940	BLACK	10956
10956	BLACK	11001
10971	BLACK	10986
10986	RED	10971
10986	RED	10956
10986	BLACK	10986
11001	RED	10925
11062	BLACK	11062
11062	BLACK	11001
11062	BLACK	11062
11078	RED	11062
11078	RED	10711
11093	BLACK	11093
11093	BLACK	11154
11139	RED	11139
11139	BLACK	11093
11154	BLACK	11322
11200	RED	11200
11200	BLACK	11246
11215	RED	11200
11246	BLACK	11154
11276	RED	11276
11276	BLACK	11307
11307	RED	11246
11307	BLACK	11307
11322	RED	11307
11322	BLACK	11078
11337	RED	11337
11337	BLACK	11352
11352	BLACK	11352
11352	BLACK	11352
11352	BLACK	11322
11368	RED	11368
11368	BLACK	11413
11413	BLACK	11352
11413	BLACK	11413
11413	BLACK	9308
11429	BLACK	11444
11444	RED	11429
11444	BLACK	11459
11459	RED	11459
11459	BLACK	11444
11459	RED	11459
11459	BLACK	11413
11474	RED	11505
11505	BLACK	11505
11505	BLACK	11581
11520	RED	11520
11520	BLACK	11520
11520	RED	11505
11551	BLACK	11581
11581	RED	11551
11581	RED	11520
11581	BLACK	11581
11581	BLACK	11642
11597	BLACK	11642
11612	RED	11597
11642	RED	11642
11642	BLACK	11642
11642	BLACK	11581
11642	BLACK	11642
11642	BLACK	11459
11658	RED	11688
11688	BLACK	11688
11688	RED	11688
11688	BLACK	11703
11703	RED	11703
11703	BLACK	11688
11703	RED	11703
11703	BLACK	11719
11719	RED	11719
11719	BLACK	11719
11719	BLACK	11703
11719	BLACK	11719
11719	BLACK	11642
11734	RED	11734
11734	BLACK	11749
11734	RED	11734
11749	RED	11764
11749	BLACK	11749
11764	RED	11764
11764	BLACK	11764
11764	RED	11780
11780	BLACK	11764
11780	BLACK	11795
11795	RED	11795
11795	BLACK	11780
11795	BLACK	11719
11810	RED	11810
11810	BLACK	11841
11825	RED	11810
11841	RED	11841
11841	BLACK	11841
11841	BLACK	11795
11871	BLACK	11841
11871	BLACK	13733
11932	RED	11947
11947	BLACK	11947
11947	RED	11963
11963	BLACK	11947
11963	RED	11978
11978	BLACK	11963
11978	RED	11993
11978	BLACK	11978
11993	RED	11993
11993	BLACK	11993
11993	BLACK	12024
12009	RED	12024
12024	BLACK	11993
12024	BLACK	12085
12024	BLACK	12039
12039	BLACK	12024
12054	RED	12054
12054	BLACK	12054
12054	RED	12054
12054	RED	12039
12070	RED	12085
12085	BLACK	12054
12085	BLACK	11871
12100	RED	12131
12131	BLACK	12146
12146	BLACK	12176
12161	RED	12161
12161	BLACK	12161
12161	RED	12146
12176	BLACK	12161
12176	BLACK	12359
12192	RED	12192
12192	BLACK	12207
12207	BLACK	12237
12237	BLACK	12207
12237	RED	12176
12253	RED	12253
12253	BLACK	12253
12253	BLACK	12237
12314	RED	12314
12314	BLACK	12314
12314	RED	12314
12314	RED	12253
12329	RED	12359
12359	BLACK	12359
12359	RED	12314
12359	BLACK	12359
12359	RED	12527
12375	BLACK	12375
12375	BLACK	12405
12390	BLACK	12375
12405	RED	12390
12405	BLACK	12359
12436	RED	12436
12436	BLACK	12451
12451	BLACK	12405
12482	RED	12482
12482	BLACK	12512
12512	RED	12451
12527	RED	12527
12527	BLACK	12512
12527	BLACK	12695
12543	BLACK	12543
12543	BLACK	12573
12573	RED	12573
12573	BLACK	12543
12573	RED	12619
12604	RED	12604
12604	BLACK	12604
12604	BLACK	12573
12619	RED	12619
12619	BLACK	12604
12619	RED	12619
12619	BLACK	12527
12634	RED	12649
12649	BLACK	12680
12680	RED	12680
12680	BLACK	12680
12680	BLACK	12619
12695	RED	12695
12695	BLACK	12680
12695	RED	12802
12710	RED	12710
12710	BLACK	12710
12710	BLACK	12741
12726	BLACK	12710
12741	RED	12787
12771	RED	12771
12771	BLACK	12771
12771	BLACK	12741
12787	RED	12787
12787	BLACK	12771
12787	BLACK	12695
12802	RED	12802
12802	BLACK	12802
12802	BLACK	12787
12802	BLACK	12802
12802	BLACK	13351
12817	BLACK	12833
12833	RED	12894
12848	BLACK	12878
12878	RED	12833
12894	RED	12894
12894	BLACK	12878
12894	BLACK	12909
12909	RED	12909
12909	BLACK	12894
12909	BLACK	12802
12924	BLACK	12939
12939	RED	12970
12939	BLACK	12939
12955	RED	12939
12970	BLACK	12970
12970	BLACK	12970
12970	RED	13138
12985	BLACK	13000
13000	BLACK	13046
13031	RED	13031
13031	BLACK	13000
13046	RED	13031
13046	RED	12970
13077	BLACK	13107
13107	RED	13077
13107	BLACK	13046
13107	BLACK	13107
13122	RED	13107
13138	BLACK	13168
13153	RED	13153
13153	BLACK	13138
13168	RED	13245
13199	RED	13199
13199	BLACK	13214
13214	RED	13199
13214	BLACK	13168
13229	RED	13229
13229	BLACK	13229
13229	RED	13214
13229	BLACK	13229
13245	RED	12909
13260	RED	13275
13275	BLACK	13306
13275	RED	13275
13306	BLACK	13245
13336	RED	13336
13336	BLACK	13306
13351	RED	13336
13351	BLACK	12085
13367	RED	13367
13367	BLACK	13428
13397	RED	13367
13428	BLACK	13595
13443	BLACK	13458
13458	RED	13489
13473	RED	13473
13473	BLACK	13458
13489	BLACK	13534
13519	BLACK	13489
13534	RED	13519
13534	RED	13428
13534	BLACK	13550
13550	RED	13580
13550	BLACK	13550
13565	RED	13550
13580	BLACK	13534
13595	BLACK	13580
13595	BLACK	13626
13611	BLACK	13626
13626	RED	13611
13626	BLACK	13595
13626	BLACK	13626
13626	RED	13351
13641	RED	13641
13641	BLACK	13641
13641	RED	13641
13641	BLACK	13641
13641	RED	13702
13687	RED	13702
13702	BLACK	13641
13702	BLACK	13718
13718	BLACK	13702
13718	BLACK	13626
13733	RED	13733
13733	BLACK	13733
13733	BLACK	13718
13733	BLACK	13733
13733	RED	28107
13763	RED	13763
13763	BLACK	13779
13779	BLACK	13824
13809	BLACK	13779
13824	BLACK	13916
13840	BLACK	13855
13855	BLACK	13901
13870	RED	13870
13870	BLACK	13855
13901	RED	13870
13901	RED	13824
13916	RED	13916
13916	BLACK	13916
13916	BLACK	13901
13916	BLACK	13916
13916	BLACK	17548
13946	RED	13977
13977	BLACK	13992
13977	RED	13977
13992	BLACK	14069
14007	BLACK	13992
14069	RED	14007
14069	BLACK	14343
14099	RED	14099
14099	BLACK	14114
14114	BLACK	14130
14114	BLACK	14114
14130	RED	14191
14145	BLACK	14160
14160	BLACK	14130
14175	RED	14175
14175	BLACK	14160
14191	BLACK	14267
14191	BLACK	14206
14206	BLACK	14191
14221	RED	14236
14236	BLACK	14252
14252	RED	14206
14252	BLACK	14252
14267	BLACK	14069
14282	BLACK	14297
14297	RED	14282
14297	RED	14313
14313	BLACK	14297
14313	RED	14313
14313	BLACK	14313
14313	BLACK	14267
14328	RED	14328
14328	BLACK	14313
14343	RED	14618
14358	RED	14358
14358	BLACK	14358
14358	BLACK	14389
14374	RED	14389
14389	BLACK	14358
14389	BLACK	14343
14404	BLACK	14404
14404	BLACK	14526
14435	RED	14450
14450	BLACK	14465
14465	RED	14450
14465	BLACK	14465
14465	BLACK	14465
14465	RED	14511
14481	RED	14496
14496	BLACK	14496
14496	RED	14496
14496	BLACK	14465
14511	RED	14511
14511	BLACK	14496
14511	RED	14511
14511	RED	14404
14526	BLACK	14511
14526	RED	14389
14542	RED	14557
14557	BLACK	14557
14557	RED	14557
14557	BLACK	14526
14603	RED	14618
14618	BLACK	14557
14618	BLACK	15442
14633	BLACK	14633
14633	RED	14664
14648	BLACK	14664
14664	RED	14648
14664	RED	14633
14664	BLACK	14664
14664	BLACK	14694
14664	BLACK	14664
14679	RED	14664
14694	BLACK	14877
14709	BLACK	14709
14709	RED	14740
14725	RED	14740
14740	BLACK	14709
14740	RED	14740
14740	BLACK	14786
14755	BLACK	14740
14770	RED	14755
14786	RED	14694
14801	RED	14831
14831	BLACK	14847
14831	RED	14831
14847	BLACK	14786
14847	BLACK	14847
14877	RED	14847
14877	RED	14938
14893	RED	14893
14893	BLACK	14908
14908	RED	14938
